"SOURCE","TARGET"
"Zachary Barnett","Aaron Accetta"
"Shep Goodman","Aaron Accetta"
"David Rublin","Aaron Accetta"
"Matthew Sanchez","Aaron Accetta"
"James Shelley","Aaron Accetta"
"Rasheed Hightower","Demetrius Hardin"
"Jason Vories Pittman","Demetrius Hardin"
"Richard Stephens","Demetrius Hardin"
"Brian D Ward","Demetrius Hardin"
"William Whedbee","Demetrius Hardin"
"Jerry ""Wonda"" Duplessis","Wyclef Jean"
"Carlos Santana","Wyclef Jean"
"Karl Perazzo","Wyclef Jean"
"Raul Rekow","Wyclef Jean"
"Thomas Pentz","Chris Brown"
"Jean Baptiste","Chris Brown"
"Ryan Buendia","Chris Brown"
"Dwayne Carter","Chris Brown"
"Trevor Smith","Chris Brown"
"Nick van de Wall","Chris Brown"
"Kiari Cephus","Quavious Marshall"
"Kirshnik Ball","Quavious Marshall"
"Belcalis Almanzar","Quavious Marshall"
"Onika Maraj","Quavious Marshall"
"Shane Lindstrom","Quavious Marshall"
"Tim Gomringer","Quavious Marshall"
"Kevin Gomringer","Quavious Marshall"
"Matthew Thiessen","Adam Young"
"Brian Lee","Adam Young"
"Dexter Mills","Kanye West"
"Cameron Giles","Kanye West"
"Chuck Willis","Kanye West"
"Tyler Hubbard","Brian Kelley"
"Joey Moi","Brian Kelley"
"Chase Rice","Brian Kelley"
"Jesse Rice","Brian Kelley"
"Guy-Manuel de Homem-Christo","Thomas Bangalter"
"Nile Rodgers","Thomas Bangalter"
"Pharrell Williams","Thomas Bangalter"
"Nadir Khayat","Stefani Germanotta"
"Michael Williams ll","Mario Mims"
"Onika Maraj","Mario Mims"
"Todd Shaw","Mario Mims"
"Lauryn Hill","Kanye West"
"Demetrius Stewart","Calvin Broadus"
"Seneca Lovejoy","Calvin Broadus"
"Kirsnick Ball","Quavious Marshall"
"Kiari Cephus","Quavious Marshall"
"Pharrell Williams","Quavious Marshall"
"Andrew Frampton","James Arthur"
"Daniel O'Donoghue","James Arthur"
"Steve Kipner","James Arthur"
"Mark Sheehan","James Arthur"
"Neil Ormandy","James Arthur"
"Steve Solomon","James Arthur"
"Kandi","Kevin Briggs"
"Beyoncé Knowles","Kevin Briggs"
"LeToya Luckett","Kevin Briggs"
"Kelly Rowland","Kevin Briggs"
"Natina Reed","R. Kelly"
"Tim Mosley","Justin Timberlake"
"Nate Hills","Justin Timberlake"
"Drew Pearson","Greg Holden"
"Pdogg","Hitman Bang"
"RM","Hitman Bang"
"Glen Ballard","Alanis Morissette"
"Christopher Stewart","Mariah Carey"
"Terius Nash","Mariah Carey"
"Eric Frederic","Meghan Trainor"
"Jacob Kasher Hindlin","Meghan Trainor"
"Jason Evigan","Mitch Allan"
"Sean Douglas","Mitch Allan"
"Nikki Williams","Mitch Allan"
"Aaron Philips","Mitch Allan"
"Demi Lovato","Mitch Allan"
"Noel Fisher","Beyoncé Knowles"
"Shawn Carter","Beyoncé Knowles"
"Andre Eric Proctor","Beyoncé Knowles"
"Rasool Diaz","Beyoncé Knowles"
"Brian Soko","Beyoncé Knowles"
"Timothy Mosley","Beyoncé Knowles"
"Jerome Harmon","Beyoncé Knowles"
"Justin Bieber","William Grigahcine"
"Andrew Watt","William Grigahcine"
"Ali Tamposi","William Grigahcine"
"Brian Lee","William Grigahcine"
"Louis Bell","William Grigahcine"
"Bob West","Berry Gordy"
"Willie Hutch","Berry Gordy"
"Hal Davis","Berry Gordy"
"Manuel Seal","Jermaine Dupri"
"Usher Raymond","Jermaine Dupri"
"Robert Jazayeri","Shaznay Lewis"
"Sean Mather","Shaznay Lewis"
"Tyler Williams","Christopher Bridges"
"Carlton Ridenhour","Christopher Bridges"
"Eric Sadler","Christopher Bridges"
"Hank Shocklee","Christopher Bridges"
"Anthony Palman","Aubrey Graham"
"Matthew Samuels","Aubrey Graham"
"Noah Shebib","Aubrey Graham"
"Aldrin Davis","Kanye West"
"Faheem Najm","Kanye West"
"James Ingram","Kanye West"
"Quincy Jones","Kanye West"
"John Stephens","Kanye West"
"Terius Nash","Christopher ""Tricky"" Stewart"
"James Bunton","Christopher ""Tricky"" Stewart"
"Corron Ty Cole","Christopher ""Tricky"" Stewart"
"Ammar Malik","Adam Levine"
"Benjamin Levin","Adam Levine"
"Noel Zancanella","Adam Levine"
"Ryan Tedder","Adam Levine"
"Taylor Hanson","Isaac Hanson"
"Zac Hanson","Isaac Hanson"
"Ryan Montgomery","Marshall Mathers"
"Peter Hernandez","Marshall Mathers"
"Philip Lawrence","Marshall Mathers"
"Ari Levine","Marshall Mathers"
"Roy Battle","Marshall Mathers"
"Andre Young","Marshall Mathers"
"Mike Elizondo","Marshall Mathers"
"Mark Batson","Marshall Mathers"
"Chris Pope","Marshall Mathers"
"Zacari Pacaldo","Kendrick Duckworth"
"Travis Walton","Kendrick Duckworth"
"Mark Spears","Kendrick Duckworth"
"Greg Kurstin","Kendrick Duckworth"
"Anthony Tiffith","Kendrick Duckworth"
"Nayvadius Wilburn","Aubrey Graham"
"Leland Wayne","Aubrey Graham"
"Lukasz Gottwald","Katy Perry"
"Max Martin","Katy Perry"
"Joshua Coleman","Katy Perry"
"Normani Hamilton","Khalid Robinson"
"Jamil Chammas","Khalid Robinson"
"Ryan Vojtesak","Khalid Robinson"
"Tayla Parks","Khalid Robinson"
"Kenneth Edmonds","Antonio Reid"
"Daryl Simmons","Antonio Reid"
"Bobby Brown","Antonio Reid"
"Thomas Keyes","Antonio Reid"
"Jan C. ""Stylz"" Styles","Antonio Reid"
"Dave Keuning","Brandon Flowers"
"Philip Lawrence","Bruno Mars"
"Ari Levine","Bruno Mars"
"Khalil Walton","Bruno Mars"
"Khari Cain","Bruno Mars"
"Mirwais Ahmadzaï","Madonna"
"Babyface","L.A. Reid"
"Roy Murray","Keith Sweat"
"Teno West","Keith Sweat"
"Linda Thompson","David Foster"
"Max Martin","Alecia Moore"
"Karl Johan Schuster","Alecia Moore"
"Oscar Holter","Alecia Moore"
"Jeff Trott","Sheryl Crow"
"Paul Barry","Enrique Iglesias"
"Mark Taylor","Enrique Iglesias"
"Savan Kotecha","Max Martin"
"Ilya Salmanzadeh","Max Martin"
"Ali Payami","Max Martin"
"Tove Nilsson","Max Martin"
"Greg Lawson","Damon Sharpe"
"Georgette Franklin","Damon Sharpe"
"Jeremy Monroe","Damon Sharpe"
"Amille D. Harris","Damon Sharpe"
"Benjamin Levin","Ed Sheeran"
"Alex Van Halen","Eddie Van Halen"
"David Lee Roth","Eddie Van Halen"
"Michael Anthony","Eddie Van Halen"
"Steve Tyrell","Barry Coffing"
"Stephanie Tyrell","Barry Coffing"
"Chauncey Hannibal","Teddy Riley"
"Lynise Walters","Teddy Riley"
"William Stewart","Teddy Riley"
"Dr. Dre","Teddy Riley"
"Thomas Bangalter","Abel Tesfaye"
"Guy-Manuel de Homem-Christo","Abel Tesfaye"
"Martin McKinney","Abel Tesfaye"
"Henry Walter","Abel Tesfaye"
"Eric Chedeville","Abel Tesfaye"
"George Wyle","Edward Pola"
"Pharrell Williams","Cornell Haynes"
"Chad Hugo","Cornell Haynes"
"Charles Brown","Cornell Haynes"
"Leland Wayne","Nayvadius Wilburn"
"Tommy Butler","Nayvadius Wilburn"
"Narada Michael Walden","Mariah Carey"
"Scott Stapp","Mark Tremonti"
"Keith Harris","The Black Eyed Peas"
"Thomas Brenneck","The Black Eyed Peas"
"Michael Deller","The Black Eyed Peas"
"Daniel Foder","The Black Eyed Peas"
"Jared Tankel","The Black Eyed Peas"
"Evan Bogart","Leona Lewis"
"Ryan Tedder","Leona Lewis"
"Faheem Najm","Armando C. Pérez"
"Sandy Wilhelm","Armando C. Pérez"
"Jim Vallance","Bryan Adams"
"Anthony ""Shep"" Crawford","Montell Jordan"
"Reminisce Smith","Joseph Cartagena"
"Scott Storch","Joseph Cartagena"
"Wayne Kirkpatrick","Amy Grant"
"Charlie Peacock","Amy Grant"
"Antonio ""L.A."" Reid","Kenneth ""Babyface"" Edmonds"
"Daryl Simmons","Kenneth ""Babyface"" Edmonds"
"Pharrell Williams","Shawn Carter"
"Chad Hugo","Shawn Carter"
"Tulisa Contostavlos","Jean-Baptiste Kouame"
"Jef Martens","Jean-Baptiste Kouame"
"William Adams","Jean-Baptiste Kouame"
"Rory Bennett","Joel Hailey"
"Tohri Harper","Cornell Haynes"
"Sean Combs","Cornell Haynes"
"Varick Smith","Cornell Haynes"
"Basement Beats","Cornell Haynes"
"Adonis Shropshire","Cornell Haynes"
"Khalif Brown","Austin Post"
"Carter Lang","Austin Post"
"Carl Rosen","Austin Post"
"Billy Walsh","Austin Post"
"Louis Bell","Austin Post"
"Timbaland","50 Cent"
"Justin Timberlake","50 Cent"
"Danja","50 Cent"
"Larrance Dopson","Justin Timberlake"
"Floyd Nathaniel Hills","Justin Timberlake"
"Timothy Mosley","Justin Timberlake"
"Christopher Stapleton","Justin Timberlake"
"Robert Plant","Jimmy Page"
"John Bonham","Jimmy Page"
"Sean Combs","Jimmy Page"
"Mark Curry","Jimmy Page"
"Louis Tomlinson","Harry Styles"
"Jesse Shatkin","Harry Styles"
"Jacob Kasher","Harry Styles"
"John Ryan","Harry Styles"
"Maureen Anne McDonald","Harry Styles"
"Julian Bunetta","Harry Styles"
"Max Martin","Johan Carlsson"
"Ross Golan","Johan Carlsson"
"Tim ""One Love"" Sommers","Jeremy ""Kinetics"" Dussolliet"
"Justin Franks","Jeremy ""Kinetics"" Dussolliet"
"Alexander Grant","Jeremy ""Kinetics"" Dussolliet"
"Bobby Simmons","Jeremy ""Kinetics"" Dussolliet"
"Christine Dominguez","Jeremy ""Kinetics"" Dussolliet"
"Lukasz Gottwald","Kesha Sebert"
"Benjamin Levin","Kesha Sebert"
"Nathaniel Ruess","Kesha Sebert"
"Henry Walter","Kesha Sebert"
"James Harris III","Janet Jackson"
"Terry Lewis","Janet Jackson"
"James Harris III","Janet Jackson"
"Terry Lewis","Janet Jackson"
"Wayne Garfield","Janet Jackson"
"David Romani","Janet Jackson"
"Mauro Malavasi","Janet Jackson"
"James Harris III","Janet Jackson"
"Terry Lewis","Janet Jackson"
"Pharrell Williams","Ed Sheeran"
"Max Martin","Anton Zaslavski"
"Savan Kotecha","Anton Zaslavski"
"Benjamin Levin","Sia Furler"
"Mikkel S. Eriksen","Sia Furler"
"Tor Erik Hermansen","Sia Furler"
"Chris DeStefano","Dallas Davidson"
"Ashley Gorley","Dallas Davidson"
"Mick Schultz","Jeremih Felton"
"Dijon McFarlane","Jeremih Felton"
"Keenon Jackson","Jeremih Felton"
"Michael Münzing","Jeremih Felton"
"Luca Anzilotti","Jeremih Felton"
"Thea Austin","Jeremih Felton"
"Evan Taubenfeld","Avril Lavigne"
"Sean Garrett","Scott Storch"
"LaRon James","Scott Storch"
"Greg Kurstin","Pink"
"Terry Balsamo","Amy Lee"
"Jermaine Dupri","Mariah Carey"
"Johntá Austin","Mariah Carey"
"Bryan-Michael Cox","Mariah Carey"
"Verdine White","Maurice White"
"Eddie del Barrio","Maurice White"
"Algernod Washington","Maurice White"
"T-Pain","Maurice White"
"Wayne Miles","Maurice White"
"Christopher Gholson","Maurice White"
"Leland Wayne","Shayaa Abraham-Joseph"
"David Kahne","Sugar Ray"
"Kwamé Holland","Willard Smith"
"Lennie Bennett","Willard Smith"
"Jamal Jones","Christopher Bridges"
"Darnley Scantlebury","Christopher Bridges"
"Phil Chill (uncredited)","Mark Morrison"
"Chuckii Booker (uncredited)","Mark Morrison"
"Gerald Levert (uncredited)","Mark Morrison"
"C.J. Anthony (uncredited)","Mark Morrison"
"Adrian Belew (uncredited)","Mark Morrison"
"Chris Frantz (uncredited)","Mark Morrison"
"Steven Stanley (uncredited)","Mark Morrison"
"Tina Weymouth (uncredited)","Mark Morrison"
"El DeBarge","Nelly"
"Bunny DeBarge","Nelly"
"Jay E","Nelly"
"Levell Webb","Nelly"
"Randy DeBarge","Nelly"
"Joel Little","Ella Yelich-O'Connor"
"Timothy Mosley","Shawn Carter"
"Amel Larrieux","Bryce Wilson"
"Darryl Brown","Bryce Wilson"
"Rick James","Bryce Wilson"
"Bret “Epic” Mazur","Shifty"
"Flea","Shifty"
"John Frusciante","Shifty"
"Anthony Kiedis","Shifty"
"Chad Smith","Shifty"
"Nadir Khayat","Stefani Germanotta"
"Fredrik Berger","Charlotte Aitchison"
"Patrik Berger","Charlotte Aitchison"
"Stefan Gräslund","Charlotte Aitchison"
"Debelah Morgan","Richard Adler"
"Giloh Morgan","Richard Adler"
"Jerry Ross","Richard Adler"
"Justin Tranter","Joseph Jonas"
"Mattias Larsson","Joseph Jonas"
"Robin Fredriksson","Joseph Jonas"
"C.C. Lemonhead","Barry White"
"Jay Ski","Barry White"
"Michael Phillips","Barry White"
"Rashad Smith","Trevor Smith"
"Henry Stone","Trevor Smith"
"Freddy Stonewall","Trevor Smith"
"Stephen Bray","Madonna"
"Josey Scott","Bob Marlette"
"Thomas Pentz","Karen Marie Ørsted"
"William Grigahcine","Karen Marie Ørsted"
"Philip Meckseper","Karen Marie Ørsted"
"Martin Bresso","Karen Marie Ørsted"
"Aubrey Graham","Dominique Jones"
"Wesley Glass","Dominique Jones"
"Branden Brown","Dominique Jones"
"Jeremy Varnard Allen","Melvin Vernell III"
"Torence Hatch","Melvin Vernell III"
"Webster Gradney Jr","Melvin Vernell III"
"James Phillips","Christopher Bridges"
"Jonathan Smith","Christopher Bridges"
"LaMarquis Jefferson","Christopher Bridges"
"Patrick Smith","Christopher Bridges"
"Sean Garrett","Christopher Bridges"
"Christopher Bridges","Pharrell Williams"
"John Jackson","Timothy Mosley"
"Shaffer Smith","Timothy Mosley"
"Nadir Khayat","Stefani Germanotta"
"CeeLo Green","Bruno Mars"
"Philip Lawrence","Bruno Mars"
"Ari Levine","Bruno Mars"
"Dominique Jones","Horace Walls"
"Kevin Price","Horace Walls"
"Darryl McCorkell","Horace Walls"
"Irvin Whitlow","Horace Walls"
"Josiah Muhammad","Horace Walls"
"Nolan Sipe","Andy Grammer"
"Dave Bassett","Elle King"
"Johan Carlsson","Ross Golan"
"Marco Borrero","Ross Golan"
"Roy Hammond","Ross Golan"
"Tramar Dillard","Ross Golan"
"Dillon Francis","Brendon Urie"
"Michael Angelakos","Brendon Urie"
"Sam Hollander","Brendon Urie"
"Jake Sinclair","Brendon Urie"
"Morgan Kibby","Brendon Urie"
"Salaam Remi","Ini Kamoze"
"Troyton Rami","Sean Paul Henriques"
"Tyson Ritter","Nick Wheeler"
"Tor Erik Hermansen","Mikkel S. Eriksen"
"Shaffer Smith","Mikkel S. Eriksen"
"Erik Schrody","Lawrence Muggerud"
"Jamal Jones","Stacy Ferguson"
"William Adams","Stacy Ferguson"
"Elvis Williams","Stacy Ferguson"
"Christopher Bridges","Stacy Ferguson"
"Tor Erik Hermansen","Shaffer Smith"
"Mikkel S. Eriksen","Shaffer Smith"
"David Frank","Steve Kipner"
"Pamela Sheyne","Steve Kipner"
"Kenneth Karlin","Soulshock"
"Alex Cantrell","Soulshock"
"Phillip ""Whitey"" White","Soulshock"
"Nasri Atweh","Armando C. Pérez"
"Adam Messinger","Armando C. Pérez"
"Nolan Lambroza","Armando C. Pérez"
"Urales Vargas","Armando C. Pérez"
"Christina Aguilera","Armando C. Pérez"
"Pål Waaktaar","Armando C. Pérez"
"Morten Harket","Armando C. Pérez"
"Magne Furuholmen","Armando C. Pérez"
"Faheem Najm","Chris Brown"
"Toby Gad","Brittany Jean Carlson"
"Howard Lawrence","Guy Lawrence"
"James Napier","Guy Lawrence"
"Sam Smith","Guy Lawrence"
"Ahmad Balshe","Abel Tesfaye"
"Ali Payami","Abel Tesfaye"
"Savan Kotecha","Abel Tesfaye"
"Max Martin","Abel Tesfaye"
"Peter Svensson","Abel Tesfaye"
"Joel Little","Taylor Swift"
"Brendon Urie","Taylor Swift"
"Lukasz Gottwald","Kesha Sebert"
"Benny Blanco","Kesha Sebert"
"Joshua Coleman","Daniel Bedingfield"
"Dallas Koehlke","Daniel Bedingfield"
"Jude Demorest","Daniel Bedingfield"
"Tyrone Griffin Jr.","Daniel Bedingfield"
"Alexander Izquierdo","Daniel Bedingfield"
"Brian Lee","Daniel Bedingfield"
"Larry Wells Jr.","Daniel Bedingfield"
"Elliot Wolff","Jermaine Cole"
"Kanye West","Jermaine Cole"
"John Stephens","Jermaine Cole"
"Miri Ben-Ari","Jermaine Cole"
"Sukmeke Rainey","Jermaine Cole"
"Bosco Kante","Jermaine Cole"
"Steven Pugh","Darold Ferguson"
"Mikkel S. Eriksen","Priscilla Renea"
"Tor Erik Hermansen","Priscilla Renea"
"Ori Kaplan","Priscilla Renea"
"Louis Bell","Austin Post"
"Adam Feeney","Austin Post"
"Billy Walsh","Austin Post"
"Anthoine Walters","Austin Post"
"Carl Rosen","Austin Post"
"Stephan Moccio","Maureen McDonald"
"Wallace Skarbek","Maureen McDonald"
"David Kim","Maureen McDonald"
"Lukasz Gottwald","Maureen McDonald"
"Henry Walter","Maureen McDonald"
"Vidal Davis","Andre Harris"
"Johnta Austin","Andre Harris"
"Liz Rose","Taylor Swift"
"Kanye West","Alicia Keys"
"Harold Lilly","Alicia Keys"
"J. R. Bailey","Alicia Keys"
"Mel Kent","Alicia Keys"
"Ken Williams","Alicia Keys"
"Ashley Ingram","Des'ree"
"Glen Ballard","Alanis Morissette"
"Ina Wroldsen","Steve Mac"
"Bruno Mars","Mark Ronson"
"Philip Lawrence","Mark Ronson"
"Jeff Bhasker","Mark Ronson"
"Nicholas Williams","Mark Ronson"
"Devon Gallaspy","Mark Ronson"
"Charles Wilson","Mark Ronson"
"Robert Wilson","Mark Ronson"
"Ronnie Wilson","Mark Ronson"
"Rudolph Taylor","Mark Ronson"
"Lonnie Simmons","Mark Ronson"
"Peter Hernandez","Radric Davis"
"Bill Kapri","Radric Davis"
"Chance Youngblood","Radric Davis"
"Dwan Avery","Radric Davis"
"Jeff LaCroix","Radric Davis"
"Kiari Cephus","Kirsnick Ball"
"Andrew Decouto","Kirsnick Ball"
"Harbosky Martiniz Gordon","Kirsnick Ball"
"Aubrey Graham","Kirsnick Ball"
"Frederick D. Hall","Kirsnick Ball"
"Montay Humphrey","Kirsnick Ball"
"Donald B. Jenkins","Kirsnick Ball"
"Quavious Marshall","Kirsnick Ball"
"Jerel Nance","Kirsnick Ball"
"Brian Nash","Kirsnick Ball"
"Joshua Parker","Kirsnick Ball"
"Korey Roberson","Kirsnick Ball"
"Howard M. Simons","Kirsnick Ball"
"Jeff Bhasker","Jack Antonoff"
"Andrew Dost","Jack Antonoff"
"Nathaniel Ruess","Jack Antonoff"
"Terius Nash","Christopher Stewart"
"Kuk Harrell","Christopher Stewart"
"Shawn Carter","Christopher Stewart"
"David Stewart","Gwen Stefani"
"Onika Maraj","David Guetta"
"Giorgio Tuinfort","David Guetta"
"Ester Dean","David Guetta"
"Aaron Harmon","Ben Charles"
"Jim Wes","Ben Charles"
"Peter Jackson","Gerald Jackson"
"Eric Schenkman","Mark White"
"Chris Barron","Mark White"
"Aaron Comess","Mark White"
"Max Martin","Pink"
"Lukasz Gottwald","Pink"
"Rami Yacoub","Pink"
"Jermaine Dupri","Usher Raymond IV"
"Bryan-Michael Cox","Usher Raymond IV"
"Darren Lighty","Edward Ferrell"
"Clifton Lighty","Edward Ferrell"
"Balewa Muhammad","Edward Ferrell"
"Anthony Hamilton","Edward Ferrell"
"Veronica McKenzie","Edward Ferrell"
"Edmund Clement","Anita McCloud"
"Jeffrey Steele","Al Anderson"
"Frusciante","Flea"
"Kiedis","Flea"
"Smith","Flea"
"Mikkel S. Eriksen","Shaffer Smith"
"Tor Erik Hermansen","Shaffer Smith"
"Tionne Watkins","Dallas Austin"
"Bret Michaels","C.C. DeVille"
"Bobby Dall","C.C. DeVille"
"Rikki Rockett","C.C. DeVille"
"Danielle Brisebois","Natasha Bedingfield"
"Wayne Rodrigues","Natasha Bedingfield"
"Jared Followill","Caleb Followill"
"Matthew Followill","Caleb Followill"
"Nathan Followill","Caleb Followill"
"Jonny Buckland","Guy Berryman"
"Will Champion","Guy Berryman"
"Chris Martin","Guy Berryman"
"Shep Pettibone","Madonna"
"Michael Garvin","Maria Christensen"
"Phil Temple","Maria Christensen"
"Egbert Dawkins","Tim Bergling"
"Mike Einziger","Tim Bergling"
"Desmond Child","Katy Perry"
"Andreas Carlsson","Katy Perry"
"Anthony Platt","Montay Humphrey"
"Howard Simmons","Montay Humphrey"
"Brandon Casey","Brian Casey"
"Bryan-Michael Cox","Brian Casey"
"Matt Rowe","Spice Girls"
"Richard Stannard","Spice Girls"
"Ian Kirkpatrick","Jason Desrouleaux"
"Samuel Denison Martin","Jason Desrouleaux"
"Lindy Robbins","Jason Desrouleaux"
"Mitch Allan","Jason Desrouleaux"
"Lisa Lopes","Marqueze Etheridge"
"Organized Noize","Marqueze Etheridge"
"Max Martin","Taylor Swift"
"Shellback","Taylor Swift"
"Sean Paul Henriques","Cezar Cunningham"
"Steven Marsden","Cezar Cunningham"
"Delano Thomas","Cezar Cunningham"
"Michael ""Factor"" Jarrett","Cezar Cunningham"
"Craig Serani Marsh","Cezar Cunningham"
"Pierre Ramon Slaughter","Mike L. Williams II"
"Timothy Thomas","Mike L. Williams II"
"Theron Thomas","Mike L. Williams II"
"Miley Cyrus","Mike L. Williams II"
"Douglas Davis","Mike L. Williams II"
"Ricky Walters","Mike L. Williams II"
"Zukhan Bey","Jim Jones"
"Steve Perry","Jonathan Cain"
"Neal Schon","Jonathan Cain"
"Joshua Coleman","Kesha Sebert"
"Lukasz Gottwald","Kesha Sebert"
"Jacob Kasher Hindlin","Kesha Sebert"
"Benjamin Levin","Kesha Sebert"
"Jack Met","Adam Met"
"Ryan Met","Adam Met"
"Guy Roche","Shelly Peiken"
"Lisa ""Left Eye"" Lopes","Dallas Austin"
"Jason Boyd","Justin Bieber"
"Mason Levy","Justin Bieber"
"Tim Mosley","Justin Timberlake"
"Nate ""Danja"" Hills","Justin Timberlake"
"Junior Torello","Dee Dee Halligan"
"Benjamin Diehl","Adam Levine"
"Brittany Talia Hazzard","Adam Levine"
"Elina Stridh","Adam Levine"
"Jason Evigan","Adam Levine"
"Oladayo Olatunji","Adam Levine"
"Solána Imani Rowe","Adam Levine"
"Victor Rådström","Adam Levine"
"Rami Yacoub","Savan Kotecha"
"Carl Falk","Savan Kotecha"
"Ryan Toby","Robby Pardlo"
"Andre Young","Robby Pardlo"
"Calvin Broadus","Robby Pardlo"
"Brian Bailey","Robby Pardlo"
"Billy Roberts","Gabriel W. Arillo"
"Clifford Harris","Gabriel W. Arillo"
"Aldrin Davis","Gabriel W. Arillo"
"Curtis Mayfield","Gabriel W. Arillo"
"Donny Hathaway","Gabriel W. Arillo"
"Leroy Hutson","Gabriel W. Arillo"
