"SOURCE","TARGET"
"See You Again","David Hodges"
"Pumped Up Kicks","Foster The People"
"Pumped Up Kicks","Mark Foster"
"Pumped Up Kicks","Mark Foster"
"Chasing Cars","Snow Patrol"
"Chasing Cars","Jacknife Lee"
"Chasing Cars","Gary Lightbody"
"Chasing Cars","Jonny Quinn"
"Chasing Cars","Nathan Connolly"
"Chasing Cars","Tom Simpson"
"Chasing Cars","Paul Wilson"
"Close To You","Fun Factory"
"Close To You","Bülent Aris"
"Close To You","Toni Cottura"
"Close To You","Bülent Aris"
"Close To You","Rainer Kesselbauer"
"Close To You","Toni Cottura"
"Shut Up And Dance","WALK THE MOON"
"Shut Up And Dance","Tim Pagnotta"
"Shut Up And Dance","Ben Berger"
"Shut Up And Dance","Eli Maiman"
"Shut Up And Dance","Ryan McMahon"
"Shut Up And Dance","Nicholas Petricca"
"Shut Up And Dance","Kevin Ray"
"Shut Up And Dance","Sean Waugaman"
"Demons","Imagine Dragons"
"Demons","Alex da Kid"
"Demons","Alex da Kid"
"Demons","Ben McKee"
"Demons","Dan Reynolds"
"Demons","Wayne Sermon"
"Demons","Josh Mosser"
"Call Me Maybe","Carly Rae Jepsen"
"Call Me Maybe","Josh Ramsay"
"Call Me Maybe","Carly Rae Jepsen"
"Call Me Maybe","Josh Ramsay"
"Call Me Maybe","Tavish Crowe"
"Red Light Special","TLC"
"Red Light Special","Babyface"
"Red Light Special","Kenneth Brian Edmonds"
"One More Try","George Michael"
"One More Try","George Michael"
"One More Try","George Michael"
"Smells Like Teen Spirit!","Nirvana"
"Smells Like Teen Spirit!","Weird Al Yankovic"
"Smells Like Teen Spirit!","Kurt Cobain"
"Smells Like Teen Spirit!","Dave Grohl"
"Smells Like Teen Spirit!","Krist Novoselic"
"Smells Like Teen Spirit!","Weird Al Yankovic"
"All Cried Out","Allure"
"All Cried Out","112"
"All Cried Out","Full Force"
"All Cried Out","Curtis Bedeau"
"All Cried Out","Gerald Charles"
"All Cried Out","Hugh Clarke"
"All Cried Out","Brian George"
"All Cried Out","Lucien George"
"All Cried Out","Paul George"
"Big Girls Don't Cry","Fergie"
"Big Girls Don't Cry","will.i.am"
"Big Girls Don't Cry","Stacy Ferguson"
"Big Girls Don't Cry","Toby Gad"
"Bye Bye Bye","NSYNC"
"Bye Bye Bye","Lundin"
"Bye Bye Bye","Schulze"
"Bye Bye Bye","Kristian Lundin"
"Bye Bye Bye","Jake Schulze"
"Bye Bye Bye","Andreas Carlsson"
"Team","Iggy Azalea"
"Team","Chordz"
"Team","Nezzo"
"Team","Omega"
"Team","Amethyst Kelly"
"Team","Bleta Rexha"
"Team","Lauren Christy"
"Sometimes Love Just Ain't Enough","Patty Smyth"
"Sometimes Love Just Ain't Enough","Don Henley"
"Sometimes Love Just Ain't Enough","Roy Bittan"
"Sometimes Love Just Ain't Enough","Patty Smyth"
"Sometimes Love Just Ain't Enough","Glen Burtnik"
"One Call Away","Chingy"
"One Call Away","Jason Weaver"
"One Call Away","The Trak Starz"
"One Call Away","Howard Bailey, Jr."
"One Call Away","S. Martin"
"One Call Away","Alonzo Lee"
"One Call Away","Shamar Daugherty"
"Bed","Nicki Minaj"
"Bed","Ariana Grande"
"Bed","Ben Billions"
"Bed","Beats Bailey"
"Bed","Supa Dups"
"Bed","Messy (co.)"
"Bed","Onika Maraj"
"Bed","Ben Diehl"
"Bed","Gamal Lewis"
"Bed","Brett Bailey"
"Bed","Mescon David Asher"
"Bed","Dwayne Chin-Quee"
"03 Bonnie & Clyde","Jay-Z"
"03 Bonnie & Clyde","Beyonce Knowles"
"03 Bonnie & Clyde","Kanye West"
"03 Bonnie & Clyde","Shawn Carter"
"03 Bonnie & Clyde","Kanye West"
"03 Bonnie & Clyde","Prince Nelson"
"03 Bonnie & Clyde","Tupac Shakur"
"03 Bonnie & Clyde","Darryl Harper"
"03 Bonnie & Clyde","Ricky Rouse"
"03 Bonnie & Clyde","Tyrone Wrice"
"She Ain't Worth It","Glenn Medeiros"
"She Ain't Worth It","Bobby Brown"
"She Ain't Worth It","Denny Diante"
"She Ain't Worth It","Ian Prince"
"She Ain't Worth It","Antonina Armato"
"She Ain't Worth It","Bobby Brown"
"She Ain't Worth It","Ian Prince"
"Something Just Like This","The Chainsmokers"
"Something Just Like This","Coldplay"
"Something Just Like This","The Chainsmokers"
"Something Just Like This","Andrew Taggart"
"Something Just Like This","Guy Berryman"
"Something Just Like This","Jonny Buckland"
"Something Just Like This","Will Champion"
"Something Just Like This","Chris Martin"
"Talk","Khalid"
"Talk","Disclosure"
"Talk","Disclosure"
"Talk","Khalid Robinson"
"Talk","Guy Lawrence"
"Talk","Howard Lawrence"
"Runaway Love","En Vogue"
"Runaway Love","FMOB"
"Runaway Love","Thomas McElroy"
"Runaway Love","Denzil Foster"
"Runaway Love","Thomas McElroy"
"Runaway Love","Denzil Foster"
"Dilemma","Nelly"
"Dilemma","Kelly Rowland"
"Dilemma","Macon"
"Dilemma","Bowser"
"Dilemma","Nelly"
"Dilemma","Antoine ""Bam"" Macon"
"Dilemma","Ryan Bowser"
"Dilemma","Kenneth Gamble"
"Dilemma","Bunny Sigler"
"Break Your Heart","Taio Cruz"
"Break Your Heart","Ludacris"
"Break Your Heart","Taio Cruz"
"Break Your Heart","Fraser T Smith"
"Break Your Heart","Taio Cruz"
"Break Your Heart","Fraser T Smith"
"Break Your Heart","Chris Bridges"
"Regulate (From ""Above The Rim"")","Warren G"
"Regulate (From ""Above The Rim"")","Nate Dogg"
"Regulate (From ""Above The Rim"")","Warren G"
"Regulate (From ""Above The Rim"")","Warren Griffin III"
"Regulate (From ""Above The Rim"")","Nathaniel Hale"
"Candy Shop","50 Cent"
"Candy Shop","Olivia"
"Candy Shop","Scott Storch"
"Candy Shop","Curtis Jackson"
"Candy Shop","Scott Storch"
"Strip That Down","Liam Payne"
"Strip That Down","Quavo"
"Strip That Down","Steve Mac"
"Strip That Down","Ed Sheeran"
"Strip That Down","Steve Mac"
"Strip That Down","Quavious Marshall"
"Strip That Down","Orville Burrell"
"Strip That Down","Rickardo Ducent"
"Strip That Down","Shaun Pizzonia"
"Strip That Down","Brian Thompson"
"Strip That Down","Sylvester Allen"
"Strip That Down","Liam Payne"
"Strip That Down","Harold Ray Brown"
"Strip That Down","Morris Dickerson"
"Strip That Down","Le Roy Lonnie Jordan"
"Strip That Down","Charles William Miller"
"Strip That Down","Lee Oskar"
"Strip That Down","Howard E. Scott"
"A Whole New World (Aladdin's Theme)","Peabo Bryson"
"A Whole New World (Aladdin's Theme)","Regina Belle"
"A Whole New World (Aladdin's Theme)","Walter Afanasieff"
"A Whole New World (Aladdin's Theme)","Tim Rice"
"All For Love","Bryan Adams"
"All For Love","Rod Stewart"
"All For Love","Sting"
"All For Love","Chris Thomas"
"All For Love","David Nicholas"
"All For Love","Bryan Adams"
"All For Love","Bryan Adams"
"All For Love","Robert ""Mutt"" Lange"
"All For Love","Michael Kamen"
"Baby Boy","Beyonce"
"Baby Boy","Sean Paul"
"Baby Boy","Scott Storch"
"Baby Boy","Beyoncé"
"Baby Boy","Beyoncé Knowles"
"Baby Boy","Robert Waller"
"Baby Boy","Sean Paul"
"Baby Boy","Jay-Z"
"Baby Boy","Scott Storch"
"Cream","Prince"
"Cream","The N.P.G."
"Cream","Prince"
"Cream","Prince"
"Survivor","Destiny's Child"
"Survivor","Anthony Dent"
"Survivor","Beyoncé Knowles"
"Survivor","Beyoncé Knowles"
"Survivor","Anthony Dent"
"Survivor","Mathew Knowles"
"Same Old Love","Selena Gomez"
"Same Old Love","Stargate"
"Same Old Love","Benny Blanco"
"Same Old Love","Tor Hermansen"
"Same Old Love","Mikkel Eriksen"
"Same Old Love","Benjamin Levin"
"Same Old Love","Charlotte Aitchison"
"Same Old Love","Ross Golan"
"Believer","Imagine Dragons"
"Believer","Mattman & Robin"
"Believer","Dan Reynolds"
"Believer","Wayne Sermon"
"Believer","Ben McKee"
"Believer","Daniel Platzman"
"Believer","Robin Fredriksson"
"Believer","Mattias Larsson"
"Believer","Justin Tranter"
"Believer","Alex da Kid"
"Take A Bow","Madonna"
"Take A Bow","Madonna"
"Take A Bow","Babyface"
"Take A Bow","Madonna"
"Take A Bow","Kenneth Edmonds"
"Promise","Ciara"
"Promise","Polow da Don"
"Promise","Nealante"
"Promise","Black Elvis"
"Promise","Ciara Harris"
"Promise","Jasper Cameron"
"Promise","Ren B Jamal Jones"
"Promise","Elvis Williams"
"Come & Get It","Selena Gomez"
"Come & Get It","Stargate"
"Come & Get It","Ester Dean"
"Come & Get It","Mikkel S. Eriksen"
"Come & Get It","Tor Erik Hermansen"
"Better","Khalid"
"Better","Denis Kosiak"
"Better","StarGate"
"Better","Digi"
"Better","Charlie Handsome"
"Better","Mikkel Storleer Eriksen"
"Better","Tor Erik Hermansen"
"Better","Ryan Vojtesak"
"Better","Jamil Chammas"
"Better","Khalid Robinson"
"Sittin' Up In My Room (From ""Waiting To Exhale"")","Brandy"
"Sittin' Up In My Room (From ""Waiting To Exhale"")","Babyface"
"Sittin' Up In My Room (From ""Waiting To Exhale"")","Babyface"
"A Holly Jolly Christmas","Burl Ives"
"A Holly Jolly Christmas","Milt Gabler"
"A Holly Jolly Christmas","Johnny Marks"
"Blowing Kisses In The Wind","Paula Abdul"
"Blowing Kisses In The Wind","Peter Lord"
"Blowing Kisses In The Wind","V. Jeffrey Smith"
"Blowing Kisses In The Wind","Peter Lord"
"Stroke You Up","Changing Faces"
"Stroke You Up","R. Kelly"
"Stroke You Up","R. Kelly"
"Crank That (Soulja Boy)","Soulja Boy Tell'em"
"Crank That (Soulja Boy)","Soulja Boy"
"Crank That (Soulja Boy)","DeAndre Way"
"Confessions Part II","Usher"
"Confessions Part II","Jermaine Dupri"
"Confessions Part II","Bryan-Michael Cox"
"Confessions Part II","Usher Raymond"
"Confessions Part II","Jermaine Dupri"
"Confessions Part II","Bryan-Michael Cox"
"Rub You The Right Way","Johnny Gill"
"Rub You The Right Way","Jimmy Jam"
"Rub You The Right Way","Terry Lewis"
"Rub You The Right Way","James Harris III"
"Rub You The Right Way","Terry Lewis"
"Can't Stop This Thing We Started","Bryan Adams"
"Can't Stop This Thing We Started","Robert Lange"
"Can't Stop This Thing We Started","Bryan Adams"
"Can't Stop This Thing We Started","Bryan Adams"
"Can't Stop This Thing We Started","Robert Lange"
"Set Adrift On Memory Bliss","P.M. Dawn"
"Set Adrift On Memory Bliss","P.M. Dawn"
"Set Adrift On Memory Bliss","Gary Kemp"
"Set Adrift On Memory Bliss","Attrell Cordes"
"She Will Be Loved","Maroon 5"
"She Will Be Loved","Matt Wallace"
"She Will Be Loved","Adam Levine"
"She Will Be Loved","James Valentine"
"All Or Nothing","Milli Vanilli"
"All Or Nothing","Frank Farian"
"All Or Nothing","Frank Farian"
"All Or Nothing","Brad Howell"
"All Or Nothing","P. G. Wilder"
"All Or Nothing","David Clayton-Thomas"
"Carnival","Natalie Merchant"
"Carnival","Natalie Merchant"
"Carnival","Natalie Merchant"
"Romantic","Karyn White"
"Romantic","Jimmy Jam"
"Romantic","Terry Lewis"
"Romantic","Jimmy Jam and Terry Lewis"
"Romantic","Karyn White"
"Sorry Not Sorry","Demi Lovato"
"Sorry Not Sorry","Oak"
"Sorry Not Sorry","Downtown Trevor Brown"
"Sorry Not Sorry","Zaire Koalo"
"Sorry Not Sorry","Demi Lovato"
"Sorry Not Sorry","Sean Douglas"
"Sorry Not Sorry","Warren ""Oak"" Felder"
"Sorry Not Sorry","Trevor Brown"
"Sorry Not Sorry","William Zaire Simmons"
"All The Man That I Need","Whitney Houston"
"All The Man That I Need","Narada Michael Walden"
"All The Man That I Need","Robbie Long"
"All The Man That I Need","David Lasley"
"(Everything I Do) I Do It For You","Bryan Adams"
"(Everything I Do) I Do It For You","Robert ""Mutt"" Lange"
"(Everything I Do) I Do It For You","Bryan Adams"
"(Everything I Do) I Do It For You","Michael Kamen"
"(Everything I Do) I Do It For You","Robert ""Mutt"" Lange"
"Remember The Time","Michael Jackson"
"Remember The Time","Michael Jackson"
"Remember The Time","Teddy Riley"
"Remember The Time","Teddy Riley"
"Remember The Time","Michael Jackson"
"Remember The Time","Bernard Belle"
"Breathe Again","Toni Braxton"
"Breathe Again","Babyface"
"Breathe Again","Daryl Simmons"
"Breathe Again","L.A. Reid"
"Breathe Again","Kenneth ""Babyface"" Edmonds"
"Oops (Oh My)","Tweet"
"Oops (Oh My)","Timbaland"
"Oops (Oh My)","Charlene Keys"
"Oops (Oh My)","Missy Elliott"
"Right Here (Human Nature)/Downtown","SWV"
"Right Here (Human Nature)/Downtown","Brian Alexander Morgan"
"Right Here (Human Nature)/Downtown","Brian Alexander Morgan"
"Said I Loved You...But I Lied","Michael Bolton"
"Said I Loved You...But I Lied","Michael Bolton"
"Said I Loved You...But I Lied","Robert John ""Mutt"" Lange"
"Said I Loved You...But I Lied","Michael Bolton"
"Said I Loved You...But I Lied","Robert John ""Mutt"" Lange"
"Colors Of The Wind (From ""Pocahontas"")","Vanessa Williams"
"Colors Of The Wind (From ""Pocahontas"")","Keith Thomas"
"Colors Of The Wind (From ""Pocahontas"")","Stephen Schwartz"
"Colors Of The Wind (From ""Pocahontas"")","Alan Menken"
"Paper Planes","M.I.A."
"Paper Planes","M.I.A."
"Paper Planes","Diplo"
"Paper Planes","Maya ""M.I.A."" Arulpragasam"
"Paper Planes","Wesley ""Diplo"" Pentz"
"Paper Planes","Topper Headon"
"Paper Planes","Mick Jones"
"Paper Planes","Paul Simonon"
"Paper Planes","Joe Strummer"
"Back & Forth","Aaliyah"
"Back & Forth","R. Kelly"
"Back & Forth","R. Kelly"
"Rock Wit U (Awww Baby)","Ashanti"
"Rock Wit U (Awww Baby)","Irv Gotti"
"Rock Wit U (Awww Baby)","Chink Santana"
"Rock Wit U (Awww Baby)","Ashanti Douglas"
"Rock Wit U (Awww Baby)","Irving Lorenzo"
"Rock Wit U (Awww Baby)","Andre Parker"
"All I Wanna Do Is Make Love To You","Heart"
"All I Wanna Do Is Make Love To You","Richie Zito"
"All I Wanna Do Is Make Love To You","Robert John ""Mutt"" Lange"
"Bitch","Meredith Brooks"
"Bitch","Geza X"
"Bitch","Meredith Brooks"
"Bitch","Shelly Peiken"
"All I Have To Give","Backstreet Boys"
"All I Have To Give","Full Force"
"All I Have To Give","Brian George"
"All I Have To Give","Junior Clark"
"All I Have To Give","Paul Anthony"
"All I Have To Give","George Lucien"
"All I Have To Give","George Jr."
"All I Have To Give","Curt Bedeau"
"All I Have To Give","Gerry Charles"
"Come On Over Baby (All I Want Is You)","Christina Aguilera"
"Come On Over Baby (All I Want Is You)","Ron Fair"
"Come On Over Baby (All I Want Is You)","Celebrity Status"
"Come On Over Baby (All I Want Is You)","Johan Åberg"
"Come On Over Baby (All I Want Is You)","Paul Rein"
"Come On Over Baby (All I Want Is You)","Christina Aguilera"
"Come On Over Baby (All I Want Is You)","Ron Fair"
"Come On Over Baby (All I Want Is You)","Chaka Blackmon"
"Come On Over Baby (All I Want Is You)","Raymond Cham"
"Come On Over Baby (All I Want Is You)","Eric Dawkins"
"Come On Over Baby (All I Want Is You)","Shelly Peiken"
"Come On Over Baby (All I Want Is You)","Guy Roche"
"Rock The Boat","Aaliyah"
"Rock The Boat","Eric Seats"
"Rock The Boat","Rapture"
"Rock The Boat","Stephen ""Static Major"" Garrett"
"Rock The Boat","Eric Seats"
"Rock The Boat","Rapture Stewart"
"Blaze Of Glory (From ""Young Guns II"")","Jon Bon Jovi"
"Blaze Of Glory (From ""Young Guns II"")","John Fusco"
"Blaze Of Glory (From ""Young Guns II"")","Danny Morrison"
"Blaze Of Glory (From ""Young Guns II"")","Johnny Slate"
"Blaze Of Glory (From ""Young Guns II"")","Larry Keith"
"Do Anything","Natural Selection"
"Do Anything","Elliot Erickson"
"Do Anything","Frederick Thomas"
"Do Anything","Brian Malouf"
"Do Anything","Elliot Erickson"
"Do Anything","Frederick Thomas"
"Do Anything","Ingrid Chavez"
"Boombastic/In The Summertime","Shaggy"
"Boombastic/In The Summertime","Shaggy"
"Boombastic/In The Summertime","Orville Burrell"
"Boombastic/In The Summertime","Robert Livingston"
"Boombastic/In The Summertime","King Floyd III"
"Starving","Hailee Steinfeld"
"Starving","Grey"
"Starving","Zedd"
"Starving","Grey"
"Starving","Zedd"
"Starving","Michael Trewartha"
"Starving","Kyle Trewartha"
"Starving","Robert McCurdy"
"Starving","Christopher Petrosino"
"Starving","Asia Whiteacre"
"Post To Be","Omarion"
"Post To Be","Jhene Aiko"
"Post To Be","Chris Brown"
"Post To Be","Mike Free"
"Post To Be","Dijon Isaiah McFarlane"
"Post To Be","Tyrone William Griffin Jr."
"Post To Be","Omarion Grandberry"
"Post To Be","Christopher Brown"
"Post To Be","Jhené Chilombo"
"Post To Be","Tyrone Griffin, Jr."
"Post To Be","Dijon McFarlane"
"Can't Let You Go","Fabolous"
"Can't Let You Go","Lil' Mo"
"Can't Let You Go","Mike Shorey"
"Can't Let You Go","Just Blaze"
"Can't Let You Go","J. Jackson"
"Can't Let You Go","C. Loving"
"Can't Let You Go","J. Smith"
"Bump, Bump, Bump","B2K"
"Bump, Bump, Bump","P. Diddy"
"Bump, Bump, Bump","R. Kelly"
"Bump, Bump, Bump","Varick Smith"
"Bump, Bump, Bump","Robert Kelly"
"Bump, Bump, Bump","Varick Smith"
"Snap Yo Fingers","Lil Jon"
"Snap Yo Fingers","Sean Paul"
"Snap Yo Fingers","E-40"
"Snap Yo Fingers","Lil Jon"
"Snap Yo Fingers","A. Bailey"
"Snap Yo Fingers","E. Stevens"
"Snap Yo Fingers","J. Smith"
"Snap Yo Fingers","S Joseph"
"Put It On Me","Ja Rule"
"Put It On Me","Vita"
"Put It On Me","Lil Mo'"
"Put It On Me","Irv Gotti"
"Put It On Me","Tru Stylze"
"Put It On Me","Jeffrey Atkins"
"Put It On Me","Irving"
"Put It On Me","Taheem Crocker"
"Put It On Me","Cynthia Lovings"
"Sexy Can I","Ray J"
"Sexy Can I","Yung Berg"
"Sexy Can I","Detail"
"Sexy Can I","William Ray Norwood"
"Sexy Can I","Christian Ward"
"Sexy Can I","Victor Carraway"
"Sexy Can I","Noel ""Detail"" Fisher"
"All I Wanna Do","Sheryl Crow"
"All I Wanna Do","Bill Bottrell"
"All I Wanna Do","Sheryl Crow"
"All I Wanna Do","Kevin Gilbert"
"All I Wanna Do","Bill Bottrell"
"All I Wanna Do","Wyn Cooper"
"All I Wanna Do","David Baerwald"
"Don't Take It Personal (Just One Of Dem Days)","Monica"
"Don't Take It Personal (Just One Of Dem Days)","Dallas Austin"
"Don't Take It Personal (Just One Of Dem Days)","Dallas Austin"
"Don't Take It Personal (Just One Of Dem Days)","Derrick Simmons"
"Don't Take It Personal (Just One Of Dem Days)","Recall Management"
"Damn!","YoungBloodZ"
"Damn!","Lil Jon"
"Damn!","Lil Jon"
"Damn!","Jonathan Smith"
"Damn!","Craig Love"
"Damn!","James Phillips"
"Damn!","Cedric Leonard"
"Damn!","Jeffrey Ray Grigsby (J-Bo)"
"Damn!","Sean Paul Joseph (Sean P)"
"Can You Feel The Love Tonight (From ""The Lion King"")","Elton John"
"Can You Feel The Love Tonight (From ""The Lion King"")","Chris Thomas"
"Can You Feel The Love Tonight (From ""The Lion King"")","Elton John"
"Boo'd Up","Ella Mai"
"Boo'd Up","Mustard"
"Boo'd Up","Dopson (co.)"
"Boo'd Up","Joelle James"
"Boo'd Up","Ella Howell"
"Boo'd Up","Dijon McFarlane"
"Boo'd Up","Larrance Dopson"
"Clumsy","Fergie"
"Clumsy","will.i.am"
"Clumsy","Will Adams"
"Clumsy","Stacy Ferguson"
"Clumsy","Bobby Troup"
"Sending All My Love","Linear"
"Sending All My Love","Tolga Katas"
"Sending All My Love","Charlie PennachioTolga Katas"
"Cooler Than Me","Mike Posner"
"Cooler Than Me","Gigamesh"
"Cooler Than Me","Mike Posner"
"Cooler Than Me","Eric Hölljes"
"Cooler Than Me","Sean Anderson"
"Cooler Than Me","Jeffrey Oh"
"Blurry","Puddle Of Mudd"
"Blurry","John Kurzweg"
"Blurry","Puddle of Mudd"
"Blurry","Wes Scantlin"
"Blurry","Doug Ardito"
"Blurry","Jimmy Allen"
"Behind These Hazel Eyes","Kelly Clarkson"
"Behind These Hazel Eyes","Max Martin"
"Behind These Hazel Eyes","Dr. Luke"
"Behind These Hazel Eyes","Kelly Clarkson"
"Behind These Hazel Eyes","Max Martin"
"Behind These Hazel Eyes","Luke Gottwald"
"Bump N' Grind","R. Kelly"
"Bump N' Grind","R. Kelly"
"Bump N' Grind","Robert Kelly"
"Safe And Sound","Capital Cities"
"Safe And Sound","Ryan Merchant"
"Safe And Sound","Sebu Simonian"
"Safe And Sound","Ryan Merchant"
"Safe And Sound","Sebu Simonian"
"Stutter","Joe"
"Stutter","Mystikal"
"Stutter","Roy ""Royalty"" Hamilton"
"Stutter","Teddy Riley"
"Stutter","Ernest E. Dixon"
"Stutter","Roy ""Royalty"" Hamilton"
"Roar","Katy Perry"
"Roar","Dr. Luke"
"Roar","Max Martin"
"Roar","Cirkut"
"Roar","Katy Perry"
"Roar","Lukasz Gottwald"
"Roar","Max Martin"
"Roar","Bonnie McKee"
"Roar","Henry Walter"
"Don't Matter","Akon"
"Don't Matter","Akon"
"Don't Matter","Aliaune Thiam"
"Don't Matter","Anthony Lawson"
"Don't Matter","Bob Marley"
"Don't Phunk With My Heart","The Black Eyed Peas"
"Don't Phunk With My Heart","will.i.am"
"Don't Phunk With My Heart","William Adams"
"Don't Phunk With My Heart","Stacy Ferguson"
"Don't Phunk With My Heart","Printz Board"
"Don't Phunk With My Heart","George Pajon, Jr."
"Don't Phunk With My Heart","Full Force"
"Don't Phunk With My Heart","Kalyanji–Anandji"
"Don't Phunk With My Heart","Indeewar"
"Shoop","Salt-N-Pepa"
"Shoop","Pepa"
"Shoop","Salt"
"Shoop","Mark Sparks"
"Shoop","Sandra Denton"
"Shoop","Cheryl James"
"Stickwitu","The Pussycat Dolls"
"Stickwitu","Ron Fair"
"Stickwitu","Franne Golde"
"Stickwitu","Kasia Livingston"
"Stickwitu","Robert Palmer"
"Roses","The Chainsmokers"
"Roses","Rozes"
"Roses","The Chainsmokers"
"Roses","Andrew Taggart"
"Roses","Elizabeth Mencel"
"Cyclone","Baby Bash"
"Cyclone","T-Pain"
"Cyclone","Arista"
"Cyclone","Craig Love"
"Cyclone","Faheem Najm"
"Cyclone","Jonathan Smith"
"Cyclone","LaMarquis Jefferson"
"Cyclone","Ronald Bryant"
"Caught Up","Usher"
"Caught Up","Dre & Vidal"
"Caught Up","Ryan Toby"
"Caught Up","Andre Harris"
"Caught Up","Vidal Davis"
"Caught Up","Jason ""Poo Bear"" Boyd"
"Step In The Name Of Love","R. Kelly"
"Step In The Name Of Love","R. Kelly"
"Step In The Name Of Love","Robert Kelly"
"Say It Right","Nelly Furtado"
"Say It Right","Timbaland"
"Say It Right","Danja"
"Say It Right","Nelly Furtado"
"Say It Right","Timbaland"
"Say It Right","Nate Hills"
"Over And Over","Nelly"
"Over And Over","Tim McGraw"
"Over And Over","Jayson ""KoKo"" Bridges"
"Over And Over","James D. ""Sted-Fast"" Hargrove II"
"Over And Over","Jayson ""KoKo"" Bridges"
"Over And Over","James D. ""Sted-Fast"" Hargrove II"
"Say It","Voices Of Theory"
"Say It","Steve Morales"
"Say It","Raymond Basora"
"Say It","Raymond Basora"
"Say It","Steve Morales"
"Run-Around","Blues Traveler"
"Run-Around","Steve Thompson"
"Run-Around","Michael Barbiero"
"Run-Around","John Popper"
"Be With You","Enrique Iglesias"
"Be With You","Mark Taylor"
"Be With You","Brian Rawling"
"Be With You","Enrique Iglesias"
"Be With You","Paul Barry"
"Be With You","Mark Taylor"
"Tears In Heaven","Eric Clapton"
"Tears In Heaven","Russ Titelman"
"Tears In Heaven","Eric Clapton"
"Tears In Heaven","Will Jennings"
"Soul Survivor","Young Jeezy"
"Soul Survivor","Akon"
"Soul Survivor","Akon"
"Soul Survivor","Jay Jenkins"
"Soul Survivor","Aliaune Thiam"
"Pop, Lock & Drop It","Huey"
"Pop, Lock & Drop It","D. Smith"
"Pop, Lock & Drop It","C. Miller"
"Pop, Lock & Drop It","Lawrence Franks Jr."
"Pop, Lock & Drop It","Dandre Smith"
"Pop, Lock & Drop It","Calvin Miller Productions"
"Another Sad Love Song","Toni Braxton"
"Another Sad Love Song","Babyface"
"Another Sad Love Song","Daryl Simmons"
"Another Sad Love Song","L.A. Reid"
"Another Sad Love Song","Daryl Simmons"
"Another Sad Love Song","Babyface"
"Please Forgive Me","Bryan Adams"
"Please Forgive Me","Bryan Adams"
"Please Forgive Me","Robert Lange"
"Please Forgive Me","Bryan Adams"
"Please Forgive Me","Robert Lange"
"Cantaloop (Flip Fantasia)","US3"
"Cantaloop (Flip Fantasia)","Geoff Wilkinson"
"Cantaloop (Flip Fantasia)","Mel Simpson"
"Cantaloop (Flip Fantasia)","Herbie Hancock"
"Cantaloop (Flip Fantasia)","Rahsaan Kelly"
"Cantaloop (Flip Fantasia)","Geoff Wilkinson"
"Cantaloop (Flip Fantasia)","Mel Simpson"
"Only Time","Enya"
"Only Time","Nicky Ryan"
"Only Time","Enya"
"Someone You Loved","Lewis Capaldi"
"Someone You Loved","TMS"
"Someone You Loved","Lewis Capaldi"
"Someone You Loved","Samuel Romans"
"Someone You Loved","Thomas Barnes"
"Someone You Loved","Peter Kelleher"
"Someone You Loved","Benjamin Kohn"
"Only Girl (In The World)","Rihanna"
"Only Girl (In The World)","Stargate"
"Only Girl (In The World)","Sandy Vee"
"Only Girl (In The World)","Kuk Harrell"
"Only Girl (In The World)","Crystal Johnson"
"Only Girl (In The World)","Mikkel S. Eriksen"
"Only Girl (In The World)","Tor Erik Hermansen"
"Only Girl (In The World)","Sandy Wilhelm"
"Pon de Replay","Rihanna"
"Pon de Replay","Vada Nobles"
"Pon de Replay","Carl Sturken"
"Pon de Replay","Evan Rogers"
"Pon de Replay","Alisha Brooks"
"Pon de Replay","Vada Nobles"
"Pon de Replay","Carl Sturken"
"Pon de Replay","Evan Rogers"
"Achy Breaky Heart","Billy Ray Cyrus"
"Achy Breaky Heart","Joe Scaife"
"Achy Breaky Heart","Jim Cotton"
"Achy Breaky Heart","Don Von Tress"
"A Milli","Lil Wayne"
"A Milli","Bangladesh"
"A Milli","Dwayne Carter"
"A Milli","Shondrae Crawford"
"A Milli","Kamaal Fareed"
"A Milli","Ali Shaheed Muhammad"
"Say Aah","Trey Songz"
"Say Aah","Fabolous"
"Say Aah","Young Yonny"
"Say Aah","Troy Taylor"
"Say Aah","Tremaine Neverson"
"Say Aah","John Jackson"
"Say Aah","Nathan Walker"
"Say Aah","Ronald Ferebee"
"Say Aah","Don Corell"
"Say Aah","Tony ""Chef Tone"" Scales"
"Roll To Me","Del Amitri"
"Roll To Me","Al Clay"
"Roll To Me","Justin Currie"
"Scar Tissue","Red Hot Chili Peppers"
"Scar Tissue","Flea"
"Scar Tissue","Frusciante"
"Scar Tissue","Kiedis"
"Scar Tissue","Smith"
"Suit & Tie","Justin Timberlake"
"Suit & Tie","Jay Z"
"Suit & Tie","Timbaland"
"Suit & Tie","J-Roc"
"Suit & Tie","Timberlake"
"Suit & Tie","Timberlake"
"Suit & Tie","Tim ""Timbaland"" Mosley"
"Suit & Tie","Jerome ""J-Roc"" Harmon"
"Suit & Tie","James Fauntleroy"
"Suit & Tie","Shawn Carter"
"Suit & Tie","John Wilson"
"Suit & Tie","Charles Still"
"Suit & Tie","Terry Stubbs Rosheed"
"Show Me The Meaning Of Being Lonely","Backstreet Boys"
"Show Me The Meaning Of Being Lonely","Max Martin"
"Show Me The Meaning Of Being Lonely","Kristian Lundin"
"Show Me The Meaning Of Being Lonely","Max Martin"
